,arrestnumber,page_num,charges,charge_type,charge_counts,charge_IBRcode,charge_statutenumber,charge_warrantdate,chargenum
1617,316827,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/02/2020,4
1618,315712,0.0,Shoplifting,Misd,1.0,23C,14-72.1,11/20/2019,1
1619,315712,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,11/20/2019,2
1620,312999,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,07/31/2019,1
1621,327595,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),11/01/2021,1
1622,327595,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,11/10/2021,2
1623,319916,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,09/12/2020,1
1624,313913,0.0,"Carry Concealed Weapon - Alcohol, ProhibitedPlaces",Misd,1.0,520,14-415.11(C),09/17/2019,1
1625,313913,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,09/17/2019,2
1626,313914,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,01/23/2019,1
1627,313917,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/01/2019,1
1628,313917,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/01/2019,2
1629,330452,0.0,Trafficking In Methamphetamine/amphetamine,Fel,1.0,35A,90-95(H3B),04/29/2022,1
1630,330037,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,03/18/2022,1
1631,330037,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/18/2022,2
1632,324008,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,1.0,35A,90-95(A1)P2,04/15/2021,1
1633,324008,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),04/15/2021,2
1634,322626,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/26/2021,1
1635,322626,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/26/2021,2
1636,322626,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,03/26/2021,3
1637,319147,1.0,Failure To Disperse,Misd,1.0,90C,14-288.5,07/18/2020,1
1638,319147,1.0,Rioting (willful Engaging In A Riot - Felony),Fel,1.0,90C,14-288.2(C),07/18/2020,2
1639,310567,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,03/28/2019,1
1640,318081,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),05/03/2020,1
1641,321811,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,01/25/2021,1
1642,321840,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,01/27/2021,1
1643,316820,0.0,Fail To Appear-release Order,Misd,2.0,90Z,15A-305(B)(2),01/27/2020,1
1644,320082,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,09/25/2020,1
1645,325817,0.0,Common Law Robbery,Fel,1.0,120,14-87.1,11/30/2020,1
1646,325817,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),11/30/2020,2
1647,315119,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),11/13/2019,1
1648,315119,0.0,False Imprisonment (common Law),Misd,1.0,90Z,FALSEIMP,11/13/2019,2
1649,319148,1.0,Failure To Disperse,Misd,1.0,90C,14-288.5,07/18/2020,1
1650,319148,1.0,Rioting (willful Engaging In A Riot - Felony),Fel,1.0,90C,14-288.2(C),07/18/2020,2
1651,311174,0.0,Assault By Pointing A Gun,Misd,1.0,13A,14-34,05/12/2019,1
1652,311174,0.0,Discharging Weapons Generally,Misd,1.0,520,CO 46-21,05/12/2019,2
1653,320087,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,09/25/2020,1
1654,310766,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),03/26/2019,1
1655,310766,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,02/08/2019,2
1656,313795,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),08/22/2019,1
1657,313795,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),08/20/2019,2
1658,326678,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),10/23/2021,1
1659,326678,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,10/23/2021,2
1660,327805,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),12/08/2011,1
1661,326364,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,09/26/2021,1
1662,326363,0.0,Vandalism-to Real Property Willful And WantonInjury,Misd,1.0,290,14-127,09/27/2021,1
1663,326363,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/27/2021,2
1664,326431,0.0,Assault With Deadly Weapon W/intent To Kill OrIsi,Fel,1.0,13A,14-32,10/04/2021,1
1665,326432,0.0,Stalking,Misd,1.0,13C,14-277.3,10/02/2021,1
1666,317396,0.0,Possess Wit M/s/d Control Substance Schedule Iv,Fel,1.0,35A,90-95(A1)P4,02/05/2020,1
1667,317396,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/05/2020,2
1668,317396,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,02/10/2020,3
1669,317396,0.0,Speed To Elude Arrest,Fel,1.0,9914,20-141.5,02/10/2020,4
1670,322024,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,01/26/2021,1
1671,318771,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,03/05/2020,1
1672,315641,0.0,Violate Domestic Violence Protective Order,Misd,1.0,90Z,50B-4.1,12/09/2019,1
1673,310907,0.0,Shoplifting,Misd,1.0,23C,14-72.1,03/07/2019,1
1674,310207,0.0,Warrant Service For Other Jurisdiction,Fel,2.0,9910,WARR,03/10/2019,1
1675,315175,0.0,Shoplifting,Misd,1.0,23C,14-72.1,10/18/2019,1
1676,315175,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,10/18/2019,2
1677,312168,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,06/27/2019,1
1678,317102,0.0,Possess Control Substance Schedule I,Fel,1.0,35A,90-95(A3)1,02/17/2020,1
1679,317102,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,02/17/2020,2
1680,318589,0.0,Unauthorized Use Of Motor Vehicle,Misd,1.0,90Z,14-72.2,06/04/2020,1
1681,318589,0.0,No Operator License,Misd,1.0,9914,20-7(A),06/04/2020,2
1682,318589,0.0,Hit And Run (misdemeanor),Misd,1.0,9914,20-166(C),06/04/2020,3
1683,325869,0.0,Unauthorized Use Of Motor Vehicle,Misd,1.0,90Z,14-72.2,04/09/2021,1
1684,325869,0.0,No Operator License,Misd,1.0,9914,20-7(A),04/09/2021,2
1685,325135,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/16/2021,1
1686,316829,0.0,Fail To Appear-release Order,Misd,3.0,90Z,15A-305(B)(2),01/23/2020,1
1687,316829,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/03/2020,2
1688,316829,0.0,Fail To Appear-release Order,Misd,2.0,90Z,15A-305(B)(2),01/23/2020,3
1689,310748,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),04/11/2019,1
1690,312352,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,06/16/2019,1
1691,312352,0.0,Speeding,Misd,1.0,9914,20-141,06/16/2019,2
1692,312352,0.0,Drive While License Revoked For Impaired DrivAft Rev Notice,Misd,1.0,9914,20-28(A3)(1),06/16/2019,3
1693,309639,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),02/04/2019,1
1694,309639,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,02/04/2019,2
1695,326657,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),10/21/2021,1
1696,326657,0.0,Assault Law Enforcement Or State Officer,Misd,1.0,13B,14-33(C4),10/21/2021,2
1697,330626,0.0,Robbery With Firearms Or Other DangerousWeapons,Fel,1.0,120,14-87,05/20/2022,1
1698,314292,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),10/06/2019,1
1699,314760,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,10/27/2019,1
1700,314070,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),08/07/2019,1
1701,314630,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,04/15/2018,1
1702,324673,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,05/27/2021,1
1703,324673,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),05/27/2021,2
1704,318886,0.0,Child Abuse A General Misdemeanor,Misd,1.0,90F,14-318.2,06/27/2020,1
1705,322529,0.0,Larceny By Servants And Other Employees,Fel,1.0,270,14-74,03/17/2021,1
1706,309413,0.0,Second Degree Kidnapping,Fel,1.0,100,14-39(B),02/15/2019,1
1707,309413,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),02/15/2019,2
1708,311640,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,05/31/2019,1
1709,311565,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),05/29/2019,1
1710,311565,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),05/29/2019,2
1711,311565,0.0,Possess Cs Public Park Or Within 1000 Feet Of,Fel,1.0,35A,90-95(E)(10),05/29/2019,3
1712,311565,0.0,Manufacture Control Substance Schedule I,Fel,1.0,35A,90-95(A1)M1,05/29/2019,4
1713,311565,0.0,Possession Of Immediate PrecursorChemical W/intent To M/s/d,Fel,1.0,35A,90-95(D1),05/29/2019,5
1714,311565,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,05/29/2019,6
1715,310032,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,03/16/2019,1
1716,309537,0.0,Warrant Service For Other Jurisdiction,Misd,2.0,9910,WARR,02/22/2019,1
1717,310913,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,04/26/2019,1
1718,310913,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,04/26/2019,2
1719,310909,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,04/26/2019,1
1720,310909,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,04/26/2019,2
1721,317541,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),03/21/2020,1
1722,317541,0.0,Injury To Personal Property,Misd,1.0,290,14-160,03/21/2020,2
1723,312394,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,07/06/2019,1
1724,312394,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,2.0,35A,90-108(A7),07/06/2019,2
1725,312394,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,07/06/2019,3
1726,314484,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,10/12/2019,1
1727,314484,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),10/12/2019,2
1728,314484,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,10/12/2019,3
1729,319157,1.0,Willfully Inciting A Riot (felony),Fel,1.0,90C,14-288.2(E),07/18/2020,1
1730,319157,1.0,Failure To Disperse,Misd,1.0,90C,14-288.5,07/18/2020,2
1731,325757,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),06/10/2021,1
1732,324929,0.0,Murder (first Degree),Fel,1.0,09A,14-17FIR,06/22/2021,1
1733,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,1
1734,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,2
1735,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,3
1736,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,4
1737,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,5
1738,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,6
1739,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,7
1740,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,8
1741,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,9
1742,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,10
1743,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,11
1744,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,12
1745,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,13
1746,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,14
1747,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,15
1748,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,16
1749,313036,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,08/06/2019,17
1750,313036,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,08/06/2019,18
1751,312321,0.0,Larceny From A Merchant-rem/dest/deactAntishoplift Device,Fel,1.0,23C,14-72.11(2),07/05/2019,1
1752,325709,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,08/14/2021,1
1753,314314,0.0,Assault Inflict Serious Injury Or Awdw,Misd,1.0,13A,14-33(C1),09/19/2019,1
1754,314314,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),09/19/2019,2
1755,314314,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,09/19/2019,3
1756,314314,0.0,Injury To Personal Property,Misd,1.0,290,14-160,09/19/2019,4
1757,320013,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),05/30/2020,1
1758,320013,0.0,Possess Control Substance Schedule Iv,Misd,1.0,35A,90-95(A3)4,05/30/2020,2
1759,320013,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,05/30/2020,3
1760,318532,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),05/30/2020,1
1761,318532,0.0,Possess Control Substance Schedule Iv,Misd,1.0,35A,90-95(A3)4,05/30/2020,2
1762,318532,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,05/30/2020,3
1763,322688,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,03/02/2021,1
1764,322692,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,03/30/2021,1
1765,329621,0.0,Breaking And Entering Building  (misdemeanor),Misd,1.0,220,14-54(B),08/05/2021,1
1766,325970,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,03/01/2017,1
1767,312443,0.0,Possess W/i/t M/s/d Control Substance Schedule I,Fel,1.0,35A,90-95(A1)P1,07/05/2019,1
1768,312443,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,07/05/2019,2
1769,312443,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),07/05/2019,3
1770,330167,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),04/19/2022,1
1771,330148,0.0,Assault With Deadly Weapon With Intent To Kill Isi,Fel,1.0,13A,14-32(A),04/18/2022,1
1772,312702,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,07/23/2019,1
1773,312702,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,07/23/2019,2
1774,327444,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,12/17/2021,1
1775,311823,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,05/16/2019,1
1776,311579,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,05/31/2019,1
1777,311579,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,05/31/2019,2
1778,312255,0.0,Breaking And Entering Building  (misdemeanor),Misd,1.0,220,14-54(B),07/02/2019,1
1779,317721,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),03/05/2020,1
1780,317721,0.0,Stalking,Misd,1.0,13C,14-277.3,03/05/2020,2
1781,317721,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,03/05/2020,3
1782,317867,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/18/2020,1
1783,317867,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,04/18/2020,2
1784,317867,0.0,Speed To Elude Arrest,Misd,1.0,9914,20-141.5,04/18/2020,3
1785,312860,0.0,Sell/deliver Control Substance Schedule Ii,Fel,2.0,35A,90-95(A1)S2,07/25/2019,1
1786,312860,0.0,Possess Wit M/s/d Control Substance Schedule Ii,Fel,1.0,35A,90-95(A1)P2,07/25/2019,2
1787,312860,0.0,Possess Cs On School Or Within 1000 Feet Of,Fel,1.0,35A,90-95(E)(8),07/25/2019,3
1788,312860,0.0,Possess Cs Public Park Or Within 1000Feet Of,Fel,3.0,35A,90-95(E)(10),07/25/2019,4
1789,312860,0.0,Conspiracy To Commit Felony,Fel,2.0,90Z,14-2.4(A),07/25/2019,5
1790,326966,0.0,Robbery With Firearms Or Other DangerousWeapons,Fel,1.0,120,14-87,11/10/2021,1
1791,326966,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),11/10/2021,2
1792,326966,0.0,Filing A False Report/proof Of FinancialResponsibility,Misd,1.0,9914,20-279.31,11/10/2021,3
1793,318004,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,03/11/2020,1
1794,318542,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),05/31/2020,1
1795,324144,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,04/30/2021,1
1796,315358,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),07/03/2019,1
1797,315358,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),09/25/2019,2
1798,321414,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,01/02/2021,1
1799,317825,0.0,Probation Violation,Misd,1.0,90Z,15A-1345,11/15/2019,1
1800,325119,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),07/04/2021,1
1801,325119,0.0,Communicating Threats,Misd,1.0,13C,14-277.1,07/05/2021,2
1802,325119,0.0,Injury To Personal Property,Misd,1.0,290,14-160,07/04/2021,3
1803,325119,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,07/04/2021,4
1804,325119,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,07/04/2021,5
1805,313930,0.0,Assault By Strangulation Inflict Physical Injury,Fel,1.0,13A,14-32.4(B),06/18/2019,1
1806,313930,0.0,Assault A Child / Minor,Misd,1.0,13B,14-33(C3),06/18/2019,2
1807,313930,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),06/18/2019,3
1808,313930,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),06/18/2019,4
1809,313930,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),06/18/2019,5
1810,313930,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),06/19/2019,6
1811,313930,0.0,Assault In Presence Of A Minor,Misd,1.0,13B,14-33(D),06/18/2019,7
1812,313930,0.0,Child Abuse A General Misdemeanor,Misd,1.0,90F,14-318.2,06/18/2019,8
1813,315595,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,11/18/2019,1
1814,315607,0.0,Trespass (second Degree),Misd,1.0,90J,14-159.13,12/06/2019,1
1815,311807,0.0,Possess Marijuana Up To 1/2 Oz,Misd,1.0,35A,90-95(D4),06/10/2019,1
1816,311807,0.0,Display/possess Fictitious/expired RegistrationPlate,Misd,1.0,9914,20-111(2),06/10/2019,2
1817,326962,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,11/05/2021,1
1818,326962,0.0,Possessing Stolen Goods,Fel,1.0,280,14-71.1,11/05/2021,2
1819,326962,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,11/05/2021,3
1820,326962,0.0,Possession Of Firearms  Etc By FelonProhibited,Fel,1.0,520,14-415.1,11/05/2021,4
1821,326962,0.0,Possession Of Firearms  Etc By FelonProhibited,Fel,1.0,520,14-415.1,11/05/2021,5
1822,326962,0.0,"Carry Concealed Weapon - Alcohol,Prohibited Places",Misd,1.0,520,14-415.11(C),11/05/2021,6
1823,326962,0.0,Resist Delay Obstruct Public Officer,Misd,1.0,90Z,14-223,11/05/2021,7
1824,317115,0.0,Abandonment (child),Misd,1.0,90F,14-322(D),01/27/2020,1
1825,325910,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,04/15/2021,1
1826,325910,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,04/15/2021,2
1827,310482,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),12/24/2018,1
1828,310482,0.0,Injury To Personal Property,Misd,1.0,290,14-160,12/24/2018,2
1829,321550,0.0,Simple Assault & Battery Or Affray,Misd,1.0,13B,14-33(A),01/10/2021,1
1830,311629,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,06/01/2019,1
1831,311629,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,06/01/2019,2
1832,327970,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),01/30/2022,1
1833,326168,0.0,Assault Inflicting Serious Bodily Injury,Fel,1.0,13A,14-32.4,09/18/2021,1
1834,326168,0.0,Assault With Deadly Weapon Inflicting SeriousInjury,Fel,1.0,13A,14-32(B),09/18/2021,2
1835,326168,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),09/18/2021,3
1836,315672,0.0,Embezzlement Prop. Rec. By Virtue OfOffice/employment,Fel,1.0,270,14-90,12/10/2019,1
1837,319003,0.0,Fail To Appear-criminal Summons Or Citation,Misd,1.0,90Z,15A-305(B)(3),07/04/2020,1
1838,315567,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,11/22/2019,1
1839,315312,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),11/22/2019,1
1840,315316,0.0,Conspiracy To Commit Felony,Fel,1.0,90Z,14-2.4(A),11/22/2019,1
1841,308965,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,3.0,23F,14-56,01/09/2019,1
1842,308965,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,12/31/2019,2
1843,308965,0.0,Obtaining Property By False Pretenses,Fel,3.0,26A,14-100,07/14/2018,3
1844,308970,0.0,Larceny (misdemeanor),Misd,3.0,23H,14-72(A) M,01/09/2019,1
1845,308967,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,3.0,23F,14-56,01/09/2019,1
1846,308967,0.0,Larceny (misdemeanor),Misd,3.0,23H,14-72(A) M,01/09/2019,2
1847,308967,0.0,Receiving Or Transferring Stolen Vehicles,Fel,1.0,280,20-106,01/09/2019,3
1848,308967,0.0,Simple Possession Of Schedule Ii ControlSubstance,Fel,1.0,35A,90-95(D)(2),01/09/2019,4
1849,308967,0.0,Possession Of Firearms  Etc By FelonProhibited,Fel,1.0,520,14-415.1,01/09/2019,5
1850,308960,0.0,Injury To Personal Property,Misd,1.0,290,14-160,11/30/2018,1
1851,308968,0.0,Injury To Personal Property,Misd,1.0,290,14-160,11/30/2018,1
1852,309417,0.0,Injury To Personal Property,Misd,1.0,290,14-160,11/23/2018,1
1853,308966,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,12/31/2018,1
1854,308966,0.0,Larceny (felony),Fel,1.0,23H,14-72(A) F,12/31/2018,2
1855,308966,0.0,Obtaining Property By False Pretenses,Fel,1.0,26A,14-100,12/31/2018,3
1856,308991,0.0,"B&e-vehicle, Rr Cars, Other Motor Vehicles",Fel,1.0,23F,14-56,01/17/2019,1
1857,308991,0.0,Larceny (misdemeanor),Misd,1.0,23H,14-72(A) M,01/17/2019,2
1858,312182,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/24/2019,1
1859,312182,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),01/24/2019,2
1860,312181,0.0,Possess Control Substance Schedule Iii,Misd,1.0,35A,90-95(A3)3,02/06/2019,1
1861,312180,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),02/14/2019,1
1862,308696,0.0,Possess Control Substance Schedule Iii,Misd,1.0,35A,90-95(A3)3,01/09/2019,1
1863,308697,0.0,Fail To Appear-release Order,Misd,1.0,90Z,15A-305(B)(2),11/30/2018,1
1864,312752,0.0,Possess Control Substance Schedule I,Fel,1.0,35A,90-95(A3)1,07/26/2019,1
1865,312752,0.0,Possess Control Substance Schedule Ii,Fel,1.0,35A,90-95(A3)2,07/26/2019,2
1866,312752,0.0,Maintain Dwelling/veh For Controlled Substance,Fel,1.0,35A,90-108(A7),07/26/2019,3
1867,312752,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,07/26/2019,4
1868,312960,0.0,Assault On Female,Misd,1.0,13B,14-33(C2),07/27/2019,1
1869,318501,0.0,Possess Witm/s/d Controll Substance Schedule Vi,Fel,1.0,35A,90-95(A1)P6,05/22/2020,1
1870,318501,0.0,Possession Of Drug Paraphernalia,Misd,1.0,35B,90-113.22,05/22/2020,2
1871,312064,0.0,Breaking And Entering Building  (felony),Fel,1.0,220,14-54(A),06/13/2019,1
1872,312066,0.0,Possess Control Substance Schedule Vi,Misd,1.0,35A,90-95(A3)6,06/21/2019,1
1873,314181,0.0,Forgery Or Possess Counterfeit Instruments,Fel,1.0,250,14-119(A),09/26/2019,1
1874,327315,0.0,Warrant Service For Other Jurisdiction,Fel,2.0,9910,WARR,12/06/2021,1
1875,310583,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,04/13/2019,1
1876,318563,0.0,Warrant Service For Other Jurisdiction,Misd,1.0,9910,WARR,05/08/2020,1
1877,318563,0.0,Warrant Service For Other Jurisdiction,Fel,1.0,9910,WARR,05/08/2020,2
1878,326057,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,09/11/2021,1
1879,309564,0.0,Driving While Impaired,Misd,1.0,90D,20-138.1,02/23/2019,1
1880,320150,0.0,Identity Theft,Fel,1.0,26F,14-113.20,09/28/2020,1
1881,320150,0.0,Drive While License Revoked Not Impaired RevBased,Misd,1.0,9914,20-28(A),09/28/2020,2
